,image_paths,labels
5851,dataset/train/5851.png,9
5852,dataset/train/5852.png,0
5853,dataset/train/5853.png,4
5854,dataset/train/5854.png,5
5855,dataset/train/5855.png,3
5856,dataset/train/5856.png,0
5857,dataset/train/5857.png,1
5858,dataset/train/5858.png,6
5859,dataset/train/5859.png,6
5860,dataset/train/5860.png,9
5861,dataset/train/5861.png,8
5862,dataset/train/5862.png,7
5863,dataset/train/5863.png,7
5864,dataset/train/5864.png,8
5865,dataset/train/5865.png,2
5866,dataset/train/5866.png,8
5867,dataset/train/5867.png,2
5868,dataset/train/5868.png,6
5869,dataset/train/5869.png,1
5870,dataset/train/5870.png,6
5871,dataset/train/5871.png,7
5872,dataset/train/5872.png,9
5873,dataset/train/5873.png,4
5874,dataset/train/5874.png,7
5875,dataset/train/5875.png,7
5876,dataset/train/5876.png,4
5877,dataset/train/5877.png,1
5878,dataset/train/5878.png,1
5879,dataset/train/5879.png,9
5880,dataset/train/5880.png,7
5881,dataset/train/5881.png,7
5882,dataset/train/5882.png,2
5883,dataset/train/5883.png,1
5884,dataset/train/5884.png,8
5885,dataset/train/5885.png,3
5886,dataset/train/5886.png,4
5887,dataset/train/5887.png,8
5888,dataset/train/5888.png,7
5889,dataset/train/5889.png,0
5890,dataset/train/5890.png,9
5891,dataset/train/5891.png,1
5892,dataset/train/5892.png,8
5893,dataset/train/5893.png,8
5894,dataset/train/5894.png,4
5895,dataset/train/5895.png,1
5896,dataset/train/5896.png,2
5897,dataset/train/5897.png,7
5898,dataset/train/5898.png,6
5899,dataset/train/5899.png,6
5900,dataset/train/5900.png,5
5901,dataset/train/5901.png,9
5902,dataset/train/5902.png,4
5903,dataset/train/5903.png,7
5904,dataset/train/5904.png,0
5905,dataset/train/5905.png,4
5906,dataset/train/5906.png,9
5907,dataset/train/5907.png,4
5908,dataset/train/5908.png,2
5909,dataset/train/5909.png,4
5910,dataset/train/5910.png,6
5911,dataset/train/5911.png,6
5912,dataset/train/5912.png,1
5913,dataset/train/5913.png,4
5914,dataset/train/5914.png,9
5915,dataset/train/5915.png,6
5916,dataset/train/5916.png,9
5917,dataset/train/5917.png,9
5918,dataset/train/5918.png,8
5919,dataset/train/5919.png,1
5920,dataset/train/5920.png,1
5921,dataset/train/5921.png,5
5922,dataset/train/5922.png,4
5923,dataset/train/5923.png,9
5924,dataset/train/5924.png,9
5925,dataset/train/5925.png,8
5926,dataset/train/5926.png,9
5927,dataset/train/5927.png,7
5928,dataset/train/5928.png,3
5929,dataset/train/5929.png,9
5930,dataset/train/5930.png,4
5931,dataset/train/5931.png,9
5932,dataset/train/5932.png,8
5933,dataset/train/5933.png,0
5934,dataset/train/5934.png,7
5935,dataset/train/5935.png,0
5936,dataset/train/5936.png,7
5937,dataset/train/5937.png,9
5938,dataset/train/5938.png,0
5939,dataset/train/5939.png,4
5940,dataset/train/5940.png,6
5941,dataset/train/5941.png,4
5942,dataset/train/5942.png,8
5943,dataset/train/5943.png,1
5944,dataset/train/5944.png,4
5945,dataset/train/5945.png,9
5946,dataset/train/5946.png,1
5947,dataset/train/5947.png,3
5948,dataset/train/5948.png,8
5949,dataset/train/5949.png,3
5950,dataset/train/5950.png,4
5951,dataset/train/5951.png,0
5952,dataset/train/5952.png,0
5953,dataset/train/5953.png,8
5954,dataset/train/5954.png,6
5955,dataset/train/5955.png,0
5956,dataset/train/5956.png,9
5957,dataset/train/5957.png,9
5958,dataset/train/5958.png,3
5959,dataset/train/5959.png,8
5960,dataset/train/5960.png,7
5961,dataset/train/5961.png,8
5962,dataset/train/5962.png,5
5963,dataset/train/5963.png,8
5964,dataset/train/5964.png,4
5965,dataset/train/5965.png,9
5966,dataset/train/5966.png,6
5967,dataset/train/5967.png,6
5968,dataset/train/5968.png,1
5969,dataset/train/5969.png,7
5970,dataset/train/5970.png,7
5971,dataset/train/5971.png,2
5972,dataset/train/5972.png,4
5973,dataset/train/5973.png,4
5974,dataset/train/5974.png,6
5975,dataset/train/5975.png,3
5976,dataset/train/5976.png,2
5977,dataset/train/5977.png,3
5978,dataset/train/5978.png,1
5979,dataset/train/5979.png,5
5980,dataset/train/5980.png,8
5981,dataset/train/5981.png,9
5982,dataset/train/5982.png,0
5983,dataset/train/5983.png,7
5984,dataset/train/5984.png,1
5985,dataset/train/5985.png,9
5986,dataset/train/5986.png,9
5987,dataset/train/5987.png,5
5988,dataset/train/5988.png,7
5989,dataset/train/5989.png,3
5990,dataset/train/5990.png,2
5991,dataset/train/5991.png,7
5992,dataset/train/5992.png,7
5993,dataset/train/5993.png,8
5994,dataset/train/5994.png,6
5995,dataset/train/5995.png,0
5996,dataset/train/5996.png,5
5997,dataset/train/5997.png,8
5998,dataset/train/5998.png,3
5999,dataset/train/5999.png,3
6000,dataset/train/6000.png,5
6001,dataset/train/6001.png,1
6002,dataset/train/6002.png,9
6003,dataset/train/6003.png,8
6004,dataset/train/6004.png,1
6005,dataset/train/6005.png,0
6006,dataset/train/6006.png,1
6007,dataset/train/6007.png,2
6008,dataset/train/6008.png,9
6009,dataset/train/6009.png,8
6010,dataset/train/6010.png,8
6011,dataset/train/6011.png,4
6012,dataset/train/6012.png,9
6013,dataset/train/6013.png,5
6014,dataset/train/6014.png,5
6015,dataset/train/6015.png,6
6016,dataset/train/6016.png,0
6017,dataset/train/6017.png,6
6018,dataset/train/6018.png,3
6019,dataset/train/6019.png,4
6020,dataset/train/6020.png,6
6021,dataset/train/6021.png,0
6022,dataset/train/6022.png,7
6023,dataset/train/6023.png,8
6024,dataset/train/6024.png,0
6025,dataset/train/6025.png,4
6026,dataset/train/6026.png,2
6027,dataset/train/6027.png,7
6028,dataset/train/6028.png,7
6029,dataset/train/6029.png,4
6030,dataset/train/6030.png,2
6031,dataset/train/6031.png,9
6032,dataset/train/6032.png,0
6033,dataset/train/6033.png,4
6034,dataset/train/6034.png,6
6035,dataset/train/6035.png,7
6036,dataset/train/6036.png,5
6037,dataset/train/6037.png,9
6038,dataset/train/6038.png,3
6039,dataset/train/6039.png,3
6040,dataset/train/6040.png,6
6041,dataset/train/6041.png,2
6042,dataset/train/6042.png,9
6043,dataset/train/6043.png,9
6044,dataset/train/6044.png,5
6045,dataset/train/6045.png,9
6046,dataset/train/6046.png,1
6047,dataset/train/6047.png,6
6048,dataset/train/6048.png,4
6049,dataset/train/6049.png,4
6050,dataset/train/6050.png,2
6051,dataset/train/6051.png,6
6052,dataset/train/6052.png,5
6053,dataset/train/6053.png,0
6054,dataset/train/6054.png,8
6055,dataset/train/6055.png,3
6056,dataset/train/6056.png,0
6057,dataset/train/6057.png,3
6058,dataset/train/6058.png,9
6059,dataset/train/6059.png,1
6060,dataset/train/6060.png,4
6061,dataset/train/6061.png,9
6062,dataset/train/6062.png,3
6063,dataset/train/6063.png,9
6064,dataset/train/6064.png,6
6065,dataset/train/6065.png,4
6066,dataset/train/6066.png,5
6067,dataset/train/6067.png,5
6068,dataset/train/6068.png,2
6069,dataset/train/6069.png,5
6070,dataset/train/6070.png,5
6071,dataset/train/6071.png,9
6072,dataset/train/6072.png,4
6073,dataset/train/6073.png,5
6074,dataset/train/6074.png,0
6075,dataset/train/6075.png,7
6076,dataset/train/6076.png,5
6077,dataset/train/6077.png,3
6078,dataset/train/6078.png,1
6079,dataset/train/6079.png,0
6080,dataset/train/6080.png,9
6081,dataset/train/6081.png,3
6082,dataset/train/6082.png,1
6083,dataset/train/6083.png,3
6084,dataset/train/6084.png,0
6085,dataset/train/6085.png,4
6086,dataset/train/6086.png,8
6087,dataset/train/6087.png,6
6088,dataset/train/6088.png,1
6089,dataset/train/6089.png,6
6090,dataset/train/6090.png,0
6091,dataset/train/6091.png,9
6092,dataset/train/6092.png,2
6093,dataset/train/6093.png,3
6094,dataset/train/6094.png,0
6095,dataset/train/6095.png,2
6096,dataset/train/6096.png,7
6097,dataset/train/6097.png,6
6098,dataset/train/6098.png,2
6099,dataset/train/6099.png,9
6100,dataset/train/6100.png,9
6101,dataset/train/6101.png,9
6102,dataset/train/6102.png,9
6103,dataset/train/6103.png,9
6104,dataset/train/6104.png,1
6105,dataset/train/6105.png,7
6106,dataset/train/6106.png,1
6107,dataset/train/6107.png,8
6108,dataset/train/6108.png,0
6109,dataset/train/6109.png,0
6110,dataset/train/6110.png,4
6111,dataset/train/6111.png,8
6112,dataset/train/6112.png,7
6113,dataset/train/6113.png,2
6114,dataset/train/6114.png,3
6115,dataset/train/6115.png,6
6116,dataset/train/6116.png,2
6117,dataset/train/6117.png,2
6118,dataset/train/6118.png,8
6119,dataset/train/6119.png,3
6120,dataset/train/6120.png,2
6121,dataset/train/6121.png,0
6122,dataset/train/6122.png,9
6123,dataset/train/6123.png,7
6124,dataset/train/6124.png,9
6125,dataset/train/6125.png,1
6126,dataset/train/6126.png,5
6127,dataset/train/6127.png,0
6128,dataset/train/6128.png,1
6129,dataset/train/6129.png,8
6130,dataset/train/6130.png,1
6131,dataset/train/6131.png,2
6132,dataset/train/6132.png,0
6133,dataset/train/6133.png,4
6134,dataset/train/6134.png,6
6135,dataset/train/6135.png,1
6136,dataset/train/6136.png,9
6137,dataset/train/6137.png,5
6138,dataset/train/6138.png,9
6139,dataset/train/6139.png,5
6140,dataset/train/6140.png,0
6141,dataset/train/6141.png,1
6142,dataset/train/6142.png,7
6143,dataset/train/6143.png,2
6144,dataset/train/6144.png,7
6145,dataset/train/6145.png,6
6146,dataset/train/6146.png,5
6147,dataset/train/6147.png,6
6148,dataset/train/6148.png,1
6149,dataset/train/6149.png,7
6150,dataset/train/6150.png,9
6151,dataset/train/6151.png,2
6152,dataset/train/6152.png,3
6153,dataset/train/6153.png,6
6154,dataset/train/6154.png,1
6155,dataset/train/6155.png,1
6156,dataset/train/6156.png,1
6157,dataset/train/6157.png,7
6158,dataset/train/6158.png,2
6159,dataset/train/6159.png,2
6160,dataset/train/6160.png,0
6161,dataset/train/6161.png,9
6162,dataset/train/6162.png,3
6163,dataset/train/6163.png,3
6164,dataset/train/6164.png,4
6165,dataset/train/6165.png,0
6166,dataset/train/6166.png,5
6167,dataset/train/6167.png,4
6168,dataset/train/6168.png,3
6169,dataset/train/6169.png,9
6170,dataset/train/6170.png,7
6171,dataset/train/6171.png,5
6172,dataset/train/6172.png,5
6173,dataset/train/6173.png,7
6174,dataset/train/6174.png,2
6175,dataset/train/6175.png,7
6176,dataset/train/6176.png,4
6177,dataset/train/6177.png,0
6178,dataset/train/6178.png,4
6179,dataset/train/6179.png,1
6180,dataset/train/6180.png,1
6181,dataset/train/6181.png,9
6182,dataset/train/6182.png,8
6183,dataset/train/6183.png,5
6184,dataset/train/6184.png,7
6185,dataset/train/6185.png,0
6186,dataset/train/6186.png,2
6187,dataset/train/6187.png,9
6188,dataset/train/6188.png,3
6189,dataset/train/6189.png,5
6190,dataset/train/6190.png,1
6191,dataset/train/6191.png,6
6192,dataset/train/6192.png,0
6193,dataset/train/6193.png,1
6194,dataset/train/6194.png,4
6195,dataset/train/6195.png,5
6196,dataset/train/6196.png,2
6197,dataset/train/6197.png,3
6198,dataset/train/6198.png,9
6199,dataset/train/6199.png,5
6200,dataset/train/6200.png,6
6201,dataset/train/6201.png,9
6202,dataset/train/6202.png,1
6203,dataset/train/6203.png,2
6204,dataset/train/6204.png,0
6205,dataset/train/6205.png,4
6206,dataset/train/6206.png,7
6207,dataset/train/6207.png,1
6208,dataset/train/6208.png,6
6209,dataset/train/6209.png,6
6210,dataset/train/6210.png,9
6211,dataset/train/6211.png,2
6212,dataset/train/6212.png,1
6213,dataset/train/6213.png,1
6214,dataset/train/6214.png,2
6215,dataset/train/6215.png,9
6216,dataset/train/6216.png,1
6217,dataset/train/6217.png,9
6218,dataset/train/6218.png,7
6219,dataset/train/6219.png,3
6220,dataset/train/6220.png,3
6221,dataset/train/6221.png,4
6222,dataset/train/6222.png,9
6223,dataset/train/6223.png,3
6224,dataset/train/6224.png,8
6225,dataset/train/6225.png,3
6226,dataset/train/6226.png,1
6227,dataset/train/6227.png,0
6228,dataset/train/6228.png,2
6229,dataset/train/6229.png,1
6230,dataset/train/6230.png,0
6231,dataset/train/6231.png,7
6232,dataset/train/6232.png,6
6233,dataset/train/6233.png,5
6234,dataset/train/6234.png,8
6235,dataset/train/6235.png,4
6236,dataset/train/6236.png,6
6237,dataset/train/6237.png,8
6238,dataset/train/6238.png,4
6239,dataset/train/6239.png,1
6240,dataset/train/6240.png,0
6241,dataset/train/6241.png,8
6242,dataset/train/6242.png,5
6243,dataset/train/6243.png,4
6244,dataset/train/6244.png,9
6245,dataset/train/6245.png,8
6246,dataset/train/6246.png,1
6247,dataset/train/6247.png,1
6248,dataset/train/6248.png,2
6249,dataset/train/6249.png,6
6250,dataset/train/6250.png,9
6251,dataset/train/6251.png,9
6252,dataset/train/6252.png,0
6253,dataset/train/6253.png,5
6254,dataset/train/6254.png,2
6255,dataset/train/6255.png,5
6256,dataset/train/6256.png,0
6257,dataset/train/6257.png,1
6258,dataset/train/6258.png,5
6259,dataset/train/6259.png,8
6260,dataset/train/6260.png,6
6261,dataset/train/6261.png,4
6262,dataset/train/6262.png,0
6263,dataset/train/6263.png,0
6264,dataset/train/6264.png,6
6265,dataset/train/6265.png,2
6266,dataset/train/6266.png,8
6267,dataset/train/6267.png,7
6268,dataset/train/6268.png,5
6269,dataset/train/6269.png,3
6270,dataset/train/6270.png,2
6271,dataset/train/6271.png,8
6272,dataset/train/6272.png,6
6273,dataset/train/6273.png,0
6274,dataset/train/6274.png,5
6275,dataset/train/6275.png,0
6276,dataset/train/6276.png,6
6277,dataset/train/6277.png,8
6278,dataset/train/6278.png,2
6279,dataset/train/6279.png,7
6280,dataset/train/6280.png,6
6281,dataset/train/6281.png,0
6282,dataset/train/6282.png,2
6283,dataset/train/6283.png,4
6284,dataset/train/6284.png,1
6285,dataset/train/6285.png,0
6286,dataset/train/6286.png,2
6287,dataset/train/6287.png,0
6288,dataset/train/6288.png,3
6289,dataset/train/6289.png,8
6290,dataset/train/6290.png,8
6291,dataset/train/6291.png,0
6292,dataset/train/6292.png,5
6293,dataset/train/6293.png,1
6294,dataset/train/6294.png,5
6295,dataset/train/6295.png,6
6296,dataset/train/6296.png,7
6297,dataset/train/6297.png,8
6298,dataset/train/6298.png,9
6299,dataset/train/6299.png,6
6300,dataset/train/6300.png,4
6301,dataset/train/6301.png,4
6302,dataset/train/6302.png,3
6303,dataset/train/6303.png,6
6304,dataset/train/6304.png,6
6305,dataset/train/6305.png,5
6306,dataset/train/6306.png,7
6307,dataset/train/6307.png,3
6308,dataset/train/6308.png,0
6309,dataset/train/6309.png,5
6310,dataset/train/6310.png,1
6311,dataset/train/6311.png,9
6312,dataset/train/6312.png,8
6313,dataset/train/6313.png,3
6314,dataset/train/6314.png,4
6315,dataset/train/6315.png,0
6316,dataset/train/6316.png,7
6317,dataset/train/6317.png,8
6318,dataset/train/6318.png,0
6319,dataset/train/6319.png,0
6320,dataset/train/6320.png,3
6321,dataset/train/6321.png,9
6322,dataset/train/6322.png,3
6323,dataset/train/6323.png,2
6324,dataset/train/6324.png,2
6325,dataset/train/6325.png,1
6326,dataset/train/6326.png,7
6327,dataset/train/6327.png,0
6328,dataset/train/6328.png,7
6329,dataset/train/6329.png,6
6330,dataset/train/6330.png,1
6331,dataset/train/6331.png,7
6332,dataset/train/6332.png,3
6333,dataset/train/6333.png,1
6334,dataset/train/6334.png,8
6335,dataset/train/6335.png,1
6336,dataset/train/6336.png,7
6337,dataset/train/6337.png,9
6338,dataset/train/6338.png,5
6339,dataset/train/6339.png,4
6340,dataset/train/6340.png,1
6341,dataset/train/6341.png,4
6342,dataset/train/6342.png,0
6343,dataset/train/6343.png,1
6344,dataset/train/6344.png,1
6345,dataset/train/6345.png,0
6346,dataset/train/6346.png,2
6347,dataset/train/6347.png,2
6348,dataset/train/6348.png,1
6349,dataset/train/6349.png,2
6350,dataset/train/6350.png,5
6351,dataset/train/6351.png,3
6352,dataset/train/6352.png,3
6353,dataset/train/6353.png,0
6354,dataset/train/6354.png,3
6355,dataset/train/6355.png,7
6356,dataset/train/6356.png,3
6357,dataset/train/6357.png,8
6358,dataset/train/6358.png,8
6359,dataset/train/6359.png,4
6360,dataset/train/6360.png,6
6361,dataset/train/6361.png,5
6362,dataset/train/6362.png,9
6363,dataset/train/6363.png,5
6364,dataset/train/6364.png,1
6365,dataset/train/6365.png,3
6366,dataset/train/6366.png,9
6367,dataset/train/6367.png,8
6368,dataset/train/6368.png,1
6369,dataset/train/6369.png,6
6370,dataset/train/6370.png,2
6371,dataset/train/6371.png,5
6372,dataset/train/6372.png,7
6373,dataset/train/6373.png,0
6374,dataset/train/6374.png,4
6375,dataset/train/6375.png,0
6376,dataset/train/6376.png,0
6377,dataset/train/6377.png,0
6378,dataset/train/6378.png,9
6379,dataset/train/6379.png,3
6380,dataset/train/6380.png,0
6381,dataset/train/6381.png,2
6382,dataset/train/6382.png,9
6383,dataset/train/6383.png,4
6384,dataset/train/6384.png,0
6385,dataset/train/6385.png,1
6386,dataset/train/6386.png,7
6387,dataset/train/6387.png,6
6388,dataset/train/6388.png,5
6389,dataset/train/6389.png,2
6390,dataset/train/6390.png,5
6391,dataset/train/6391.png,9
6392,dataset/train/6392.png,6
6393,dataset/train/6393.png,9
6394,dataset/train/6394.png,2
6395,dataset/train/6395.png,5
6396,dataset/train/6396.png,0
6397,dataset/train/6397.png,3
6398,dataset/train/6398.png,6
6399,dataset/train/6399.png,0
6400,dataset/train/6400.png,0
6401,dataset/train/6401.png,8
6402,dataset/train/6402.png,3
6403,dataset/train/6403.png,6
6404,dataset/train/6404.png,2
6405,dataset/train/6405.png,4
6406,dataset/train/6406.png,5
6407,dataset/train/6407.png,0
6408,dataset/train/6408.png,4
6409,dataset/train/6409.png,1
6410,dataset/train/6410.png,8
6411,dataset/train/6411.png,1
6412,dataset/train/6412.png,1
6413,dataset/train/6413.png,0
6414,dataset/train/6414.png,7
6415,dataset/train/6415.png,5
6416,dataset/train/6416.png,7
6417,dataset/train/6417.png,2
6418,dataset/train/6418.png,3
6419,dataset/train/6419.png,4
6420,dataset/train/6420.png,8
6421,dataset/train/6421.png,9
6422,dataset/train/6422.png,1
6423,dataset/train/6423.png,1
6424,dataset/train/6424.png,2
6425,dataset/train/6425.png,2
6426,dataset/train/6426.png,6
6427,dataset/train/6427.png,8
6428,dataset/train/6428.png,6
6429,dataset/train/6429.png,1
6430,dataset/train/6430.png,3
6431,dataset/train/6431.png,6
6432,dataset/train/6432.png,1
6433,dataset/train/6433.png,6
6434,dataset/train/6434.png,9
6435,dataset/train/6435.png,9
6436,dataset/train/6436.png,4
6437,dataset/train/6437.png,4
6438,dataset/train/6438.png,0
6439,dataset/train/6439.png,1
6440,dataset/train/6440.png,0
6441,dataset/train/6441.png,9
6442,dataset/train/6442.png,9
6443,dataset/train/6443.png,0
6444,dataset/train/6444.png,2
6445,dataset/train/6445.png,9
6446,dataset/train/6446.png,3
6447,dataset/train/6447.png,2
6448,dataset/train/6448.png,3
6449,dataset/train/6449.png,0
6450,dataset/train/6450.png,5
6451,dataset/train/6451.png,1
6452,dataset/train/6452.png,8
6453,dataset/train/6453.png,6
6454,dataset/train/6454.png,8
6455,dataset/train/6455.png,5
6456,dataset/train/6456.png,9
6457,dataset/train/6457.png,5
6458,dataset/train/6458.png,1
6459,dataset/train/6459.png,3
6460,dataset/train/6460.png,7
6461,dataset/train/6461.png,1
6462,dataset/train/6462.png,7
6463,dataset/train/6463.png,0
6464,dataset/train/6464.png,0
6465,dataset/train/6465.png,2
6466,dataset/train/6466.png,2
6467,dataset/train/6467.png,2
6468,dataset/train/6468.png,0
6469,dataset/train/6469.png,9
6470,dataset/train/6470.png,6
6471,dataset/train/6471.png,3
6472,dataset/train/6472.png,0
6473,dataset/train/6473.png,1
6474,dataset/train/6474.png,6
6475,dataset/train/6475.png,1
6476,dataset/train/6476.png,1
6477,dataset/train/6477.png,6
6478,dataset/train/6478.png,0
6479,dataset/train/6479.png,9
6480,dataset/train/6480.png,3
6481,dataset/train/6481.png,5
6482,dataset/train/6482.png,7
6483,dataset/train/6483.png,3
6484,dataset/train/6484.png,2
6485,dataset/train/6485.png,4
6486,dataset/train/6486.png,5
6487,dataset/train/6487.png,9
6488,dataset/train/6488.png,7
6489,dataset/train/6489.png,2
6490,dataset/train/6490.png,8
6491,dataset/train/6491.png,7
6492,dataset/train/6492.png,9
6493,dataset/train/6493.png,8
6494,dataset/train/6494.png,3
6495,dataset/train/6495.png,1
6496,dataset/train/6496.png,9
6497,dataset/train/6497.png,2
6498,dataset/train/6498.png,3
6499,dataset/train/6499.png,4
6500,dataset/train/6500.png,7
6501,dataset/train/6501.png,5
6502,dataset/train/6502.png,5
6503,dataset/train/6503.png,3
6504,dataset/train/6504.png,0
6505,dataset/train/6505.png,0
6506,dataset/train/6506.png,1
6507,dataset/train/6507.png,6
6508,dataset/train/6508.png,6
6509,dataset/train/6509.png,1
6510,dataset/train/6510.png,1
6511,dataset/train/6511.png,3
6512,dataset/train/6512.png,2
6513,dataset/train/6513.png,6
6514,dataset/train/6514.png,5
6515,dataset/train/6515.png,6
6516,dataset/train/6516.png,1
6517,dataset/train/6517.png,0
6518,dataset/train/6518.png,1
6519,dataset/train/6519.png,7
6520,dataset/train/6520.png,0
6521,dataset/train/6521.png,7
6522,dataset/train/6522.png,1
6523,dataset/train/6523.png,9
6524,dataset/train/6524.png,5
6525,dataset/train/6525.png,6
6526,dataset/train/6526.png,7
6527,dataset/train/6527.png,7
6528,dataset/train/6528.png,5
6529,dataset/train/6529.png,0
6530,dataset/train/6530.png,3
6531,dataset/train/6531.png,7
6532,dataset/train/6532.png,8
6533,dataset/train/6533.png,8
6534,dataset/train/6534.png,6
6535,dataset/train/6535.png,7
6536,dataset/train/6536.png,4
6537,dataset/train/6537.png,6
6538,dataset/train/6538.png,4
6539,dataset/train/6539.png,9
6540,dataset/train/6540.png,0
6541,dataset/train/6541.png,2
6542,dataset/train/6542.png,1
6543,dataset/train/6543.png,3
6544,dataset/train/6544.png,2
6545,dataset/train/6545.png,8
6546,dataset/train/6546.png,9
6547,dataset/train/6547.png,4
6548,dataset/train/6548.png,8
6549,dataset/train/6549.png,2
6550,dataset/train/6550.png,3
6551,dataset/train/6551.png,8
6552,dataset/train/6552.png,1
6553,dataset/train/6553.png,9
6554,dataset/train/6554.png,1
6555,dataset/train/6555.png,1
6556,dataset/train/6556.png,8
6557,dataset/train/6557.png,4
6558,dataset/train/6558.png,7
6559,dataset/train/6559.png,7
6560,dataset/train/6560.png,7
6561,dataset/train/6561.png,0
6562,dataset/train/6562.png,7
6563,dataset/train/6563.png,9
6564,dataset/train/6564.png,9
6565,dataset/train/6565.png,6
6566,dataset/train/6566.png,0
6567,dataset/train/6567.png,2
6568,dataset/train/6568.png,0
6569,dataset/train/6569.png,5
6570,dataset/train/6570.png,7
6571,dataset/train/6571.png,5
6572,dataset/train/6572.png,6
6573,dataset/train/6573.png,6
6574,dataset/train/6574.png,9
6575,dataset/train/6575.png,1
6576,dataset/train/6576.png,9
6577,dataset/train/6577.png,9
6578,dataset/train/6578.png,1
6579,dataset/train/6579.png,1
6580,dataset/train/6580.png,7
6581,dataset/train/6581.png,4
6582,dataset/train/6582.png,4
6583,dataset/train/6583.png,6
6584,dataset/train/6584.png,2
6585,dataset/train/6585.png,4
6586,dataset/train/6586.png,9
6587,dataset/train/6587.png,0
6588,dataset/train/6588.png,1
6589,dataset/train/6589.png,7
6590,dataset/train/6590.png,9
6591,dataset/train/6591.png,3
6592,dataset/train/6592.png,6
6593,dataset/train/6593.png,6
6594,dataset/train/6594.png,3
6595,dataset/train/6595.png,8
6596,dataset/train/6596.png,4
6597,dataset/train/6597.png,3
6598,dataset/train/6598.png,0
6599,dataset/train/6599.png,9
6600,dataset/train/6600.png,8
6601,dataset/train/6601.png,1
6602,dataset/train/6602.png,2
6603,dataset/train/6603.png,1
6604,dataset/train/6604.png,2
6605,dataset/train/6605.png,0
6606,dataset/train/6606.png,6
6607,dataset/train/6607.png,9
6608,dataset/train/6608.png,0
6609,dataset/train/6609.png,6
6610,dataset/train/6610.png,7
6611,dataset/train/6611.png,1
6612,dataset/train/6612.png,7
6613,dataset/train/6613.png,3
6614,dataset/train/6614.png,4
6615,dataset/train/6615.png,3
6616,dataset/train/6616.png,3
6617,dataset/train/6617.png,7
6618,dataset/train/6618.png,1
6619,dataset/train/6619.png,6
6620,dataset/train/6620.png,5
6621,dataset/train/6621.png,8
6622,dataset/train/6622.png,7
6623,dataset/train/6623.png,9
6624,dataset/train/6624.png,0
6625,dataset/train/6625.png,8
6626,dataset/train/6626.png,6
6627,dataset/train/6627.png,7
6628,dataset/train/6628.png,3
6629,dataset/train/6629.png,8
6630,dataset/train/6630.png,3
6631,dataset/train/6631.png,8
6632,dataset/train/6632.png,5
6633,dataset/train/6633.png,7
6634,dataset/train/6634.png,3
6635,dataset/train/6635.png,2
6636,dataset/train/6636.png,5
6637,dataset/train/6637.png,7
6638,dataset/train/6638.png,8
6639,dataset/train/6639.png,6
6640,dataset/train/6640.png,0
6641,dataset/train/6641.png,9
6642,dataset/train/6642.png,7
6643,dataset/train/6643.png,2
6644,dataset/train/6644.png,6
6645,dataset/train/6645.png,3
6646,dataset/train/6646.png,7
6647,dataset/train/6647.png,6
6648,dataset/train/6648.png,5
6649,dataset/train/6649.png,8
6650,dataset/train/6650.png,5
6651,dataset/train/6651.png,2
6652,dataset/train/6652.png,8
6653,dataset/train/6653.png,4
6654,dataset/train/6654.png,1
6655,dataset/train/6655.png,4
6656,dataset/train/6656.png,2
6657,dataset/train/6657.png,1
6658,dataset/train/6658.png,6
6659,dataset/train/6659.png,9
6660,dataset/train/6660.png,9
6661,dataset/train/6661.png,1
6662,dataset/train/6662.png,7
6663,dataset/train/6663.png,8
6664,dataset/train/6664.png,4
6665,dataset/train/6665.png,4
6666,dataset/train/6666.png,0
6667,dataset/train/6667.png,8
6668,dataset/train/6668.png,5
6669,dataset/train/6669.png,1
6670,dataset/train/6670.png,4
6671,dataset/train/6671.png,6
6672,dataset/train/6672.png,4
6673,dataset/train/6673.png,8
6674,dataset/train/6674.png,1
6675,dataset/train/6675.png,4
6676,dataset/train/6676.png,2
6677,dataset/train/6677.png,9
6678,dataset/train/6678.png,4
6679,dataset/train/6679.png,9
6680,dataset/train/6680.png,9
6681,dataset/train/6681.png,1
6682,dataset/train/6682.png,6
6683,dataset/train/6683.png,5
6684,dataset/train/6684.png,5
6685,dataset/train/6685.png,9
6686,dataset/train/6686.png,3
6687,dataset/train/6687.png,7
6688,dataset/train/6688.png,8
6689,dataset/train/6689.png,1
6690,dataset/train/6690.png,3
6691,dataset/train/6691.png,9
6692,dataset/train/6692.png,4
6693,dataset/train/6693.png,7
6694,dataset/train/6694.png,8
6695,dataset/train/6695.png,2
6696,dataset/train/6696.png,4
6697,dataset/train/6697.png,0
6698,dataset/train/6698.png,8
6699,dataset/train/6699.png,4
6700,dataset/train/6700.png,1
6701,dataset/train/6701.png,4
6702,dataset/train/6702.png,4
6703,dataset/train/6703.png,2
6704,dataset/train/6704.png,4
6705,dataset/train/6705.png,1
6706,dataset/train/6706.png,4
6707,dataset/train/6707.png,2
6708,dataset/train/6708.png,7
6709,dataset/train/6709.png,3
6710,dataset/train/6710.png,0
6711,dataset/train/6711.png,8
6712,dataset/train/6712.png,9
6713,dataset/train/6713.png,2
6714,dataset/train/6714.png,1
6715,dataset/train/6715.png,3
6716,dataset/train/6716.png,4
6717,dataset/train/6717.png,6
6718,dataset/train/6718.png,8
6719,dataset/train/6719.png,6
6720,dataset/train/6720.png,7
6721,dataset/train/6721.png,5
6722,dataset/train/6722.png,4
6723,dataset/train/6723.png,0
6724,dataset/train/6724.png,5
